secuencia,timestamp_envio,timestamp_respuesta,exito,replica_id,latencia_ms,codigo_http,segundo_relativo,experimento,error
253,2026-09-08T04:05:11.402Z,2026-09-08T04:05:11.422Z,1,C,19.292,200,12.651,E0,
254,2026-09-08T04:05:11.452Z,2026-09-08T04:05:11.461Z,1,A,9.379,200,12.700,E0,
255,2026-09-08T04:05:11.503Z,2026-09-08T04:05:11.522Z,1,C,19.465,200,12.751,E0,
256,2026-09-08T04:05:11.553Z,2026-09-08T04:05:11.558Z,1,B,5.252,200,12.801,E0,
257,2026-09-08T04:05:11.602Z,2026-09-08T04:05:11.610Z,1,A,7.409,200,12.851,E0,
258,2026-09-08T04:05:11.652Z,2026-09-08T04:05:11.667Z,1,B,15.366,200,12.900,E0,
259,2026-09-08T04:05:11.703Z,2026-09-08T04:05:11.716Z,1,A,13.493,200,12.951,E0,
260,2026-09-08T04:05:11.753Z,2026-09-08T04:05:11.767Z,1,C,14.257,200,13.001,E0,
261,2026-09-08T04:05:11.802Z,2026-09-08T04:05:11.807Z,1,C,4.533,200,13.051,E0,
262,2026-09-08T04:05:11.852Z,2026-09-08T04:05:11.860Z,1,A,8.260,200,13.100,E0,
263,2026-09-08T04:05:11.903Z,2026-09-08T04:05:11.907Z,1,A,4.287,200,13.151,E0,
264,2026-09-08T04:05:11.952Z,2026-09-08T04:05:11.959Z,1,A,6.515,200,13.201,E0,
265,2026-09-08T04:05:12.002Z,2026-09-08T04:05:12.019Z,1,B,17.335,200,13.250,E0,
266,2026-09-08T04:05:12.053Z,2026-09-08T04:05:12.060Z,1,A,7.339,200,13.301,E0,
267,2026-09-08T04:05:12.102Z,2026-09-08T04:05:12.109Z,1,B,7.082,200,13.351,E0,
268,2026-09-08T04:05:12.152Z,2026-09-08T04:05:12.164Z,1,A,11.410,200,13.401,E0,
269,2026-09-08T04:05:12.202Z,2026-09-08T04:05:12.213Z,1,C,11.123,200,13.450,E0,
270,2026-09-08T04:05:12.253Z,2026-09-08T04:05:12.262Z,1,B,9.393,200,13.501,E0,
271,2026-09-08T04:05:12.302Z,2026-09-08T04:05:12.307Z,1,C,4.371,200,13.551,E0,
272,2026-09-08T04:05:12.353Z,2026-09-08T04:05:12.359Z,1,B,6.002,200,13.601,E0,
273,2026-09-08T04:05:12.402Z,2026-09-08T04:05:12.406Z,1,B,4.463,200,13.650,E0,
274,2026-09-08T04:05:12.452Z,2026-09-08T04:05:12.457Z,1,C,5.019,200,13.700,E0,
275,2026-09-08T04:05:12.502Z,2026-09-08T04:05:12.511Z,1,A,9.055,200,13.750,E0,
276,2026-09-08T04:05:12.552Z,2026-09-08T04:05:12.562Z,1,C,9.493,200,13.801,E0,
277,2026-09-08T04:05:12.602Z,2026-09-08T04:05:12.610Z,1,A,7.494,200,13.851,E0,
278,2026-09-08T04:05:12.652Z,2026-09-08T04:05:12.659Z,1,B,7.455,200,13.900,E0,
279,2026-09-08T04:05:12.703Z,2026-09-08T04:05:12.717Z,1,C,14.359,200,13.951,E0,
280,2026-09-08T04:05:12.753Z,2026-09-08T04:05:12.763Z,1,A,10.108,200,14.001,E0,
281,2026-09-08T04:05:12.802Z,2026-09-08T04:05:12.822Z,1,B,20.203,200,14.051,E0,
282,2026-09-08T04:05:12.853Z,2026-09-08T04:05:12.860Z,1,B,7.232,200,14.101,E0,
283,2026-09-08T04:05:12.902Z,2026-09-08T04:05:12.915Z,1,C,13.107,200,14.150,E0,
284,2026-09-08T04:05:12.952Z,2026-09-08T04:05:12.963Z,1,B,11.088,200,14.201,E0,
285,2026-09-08T04:05:13.003Z,2026-09-08T04:05:13.009Z,1,B,6.300,200,14.251,E0,
286,2026-09-08T04:05:13.052Z,2026-09-08T04:05:13.064Z,1,C,12.072,200,14.301,E0,
287,2026-09-08T04:05:13.102Z,2026-09-08T04:05:13.105Z,1,C,3.069,200,14.351,E0,
288,2026-09-08T04:05:13.152Z,2026-09-08T04:05:13.159Z,1,C,7.317,200,14.400,E0,
289,2026-09-08T04:05:13.202Z,2026-09-08T04:05:13.215Z,1,C,12.324,200,14.451,E0,
290,2026-09-08T04:05:13.252Z,2026-09-08T04:05:13.262Z,1,B,9.977,200,14.501,E0,
291,2026-09-08T04:05:13.303Z,2026-09-08T04:05:13.312Z,1,B,9.321,200,14.551,E0,
292,2026-09-08T04:05:13.353Z,2026-09-08T04:05:13.364Z,1,B,11.774,200,14.601,E0,
293,2026-09-08T04:05:13.403Z,2026-09-08T04:05:13.419Z,1,B,15.967,200,14.651,E0,
294,2026-09-08T04:05:13.453Z,2026-09-08T04:05:13.466Z,1,C,13.203,200,14.701,E0,
295,2026-09-08T04:05:13.502Z,2026-09-08T04:05:13.517Z,1,B,14.691,200,14.750,E0,
296,2026-09-08T04:05:13.553Z,2026-09-08T04:05:13.559Z,1,B,6.674,200,14.801,E0,
297,2026-09-08T04:05:13.603Z,2026-09-08T04:05:13.624Z,1,C,20.874,200,14.851,E0,
298,2026-09-08T04:05:13.652Z,2026-09-08T04:05:13.664Z,1,C,12.143,200,14.901,E0,
299,2026-09-08T04:05:13.702Z,2026-09-08T04:05:13.721Z,1,A,19.116,200,14.951,E0,
300,2026-09-08T04:05:13.752Z,2026-09-08T04:05:13.759Z,1,A,7.197,200,15.000,E0,
301,2026-09-08T04:05:13.803Z,2026-09-08T04:05:13.812Z,1,B,9.312,200,15.051,E0,
302,2026-09-08T04:05:13.852Z,2026-09-08T04:05:13.860Z,1,A,7.445,200,15.101,E0,
303,2026-09-08T04:05:13.902Z,2026-09-08T04:05:13.912Z,1,A,9.240,200,15.151,E0,
304,2026-09-08T04:05:13.953Z,2026-09-08T04:05:13.963Z,1,C,10.170,200,15.201,E0,
305,2026-09-08T04:05:14.020Z,2026-09-08T04:05:14.033Z,1,C,12.547,200,15.269,E0,
306,2026-09-08T04:05:14.053Z,2026-09-08T04:05:14.070Z,1,B,17.134,200,15.301,E0,
307,2026-09-08T04:05:14.102Z,2026-09-08T04:05:14.112Z,1,C,9.745,200,15.351,E0,
308,2026-09-08T04:05:14.152Z,2026-09-08T04:05:14.170Z,1,A,17.984,200,15.401,E0,
309,2026-09-08T04:05:14.203Z,2026-09-08T04:05:14.211Z,1,B,7.883,200,15.451,E0,
310,2026-09-08T04:05:14.252Z,2026-09-08T04:05:14.263Z,1,A,11.307,200,15.500,E0,
311,2026-09-08T04:05:14.302Z,2026-09-08T04:05:14.315Z,1,B,12.137,200,15.551,E0,
312,2026-09-08T04:05:14.352Z,2026-09-08T04:05:14.365Z,1,C,13.539,200,15.600,E0,
313,2026-09-08T04:05:14.403Z,2026-09-08T04:05:14.416Z,1,B,13.249,200,15.651,E0,
314,2026-09-08T04:05:14.452Z,2026-09-08T04:05:14.469Z,1,B,16.700,200,15.701,E0,
315,2026-09-08T04:05:14.502Z,2026-09-08T04:05:14.509Z,1,C,6.960,200,15.751,E0,
316,2026-09-08T04:05:14.553Z,2026-09-08T04:05:14.563Z,1,B,9.995,200,15.801,E0,
317,2026-09-08T04:05:14.602Z,2026-09-08T04:05:14.611Z,1,A,8.915,200,15.850,E0,
318,2026-09-08T04:05:14.652Z,2026-09-08T04:05:14.657Z,1,B,4.921,200,15.901,E0,
319,2026-09-08T04:05:14.703Z,2026-09-08T04:05:14.709Z,1,A,6.764,200,15.951,E0,
320,2026-09-08T04:05:14.753Z,2026-09-08T04:05:14.769Z,1,B,16.010,200,16.001,E0,
321,2026-09-08T04:05:14.802Z,2026-09-08T04:05:14.820Z,1,B,18.570,200,16.050,E0,
322,2026-09-08T04:05:14.852Z,2026-09-08T04:05:14.867Z,1,A,14.906,200,16.101,E0,
323,2026-09-08T04:05:14.903Z,2026-09-08T04:05:14.919Z,1,C,16.137,200,16.151,E0,
324,2026-09-08T04:05:14.952Z,2026-09-08T04:05:14.957Z,1,C,5.417,200,16.200,E0,
325,2026-09-08T04:05:15.002Z,2026-09-08T04:05:15.009Z,1,B,6.785,200,16.250,E0,
326,2026-09-08T04:05:15.053Z,2026-09-08T04:05:15.069Z,1,B,16.511,200,16.301,E0,
327,2026-09-08T04:05:15.102Z,2026-09-08T04:05:15.122Z,1,B,19.801,200,16.350,E0,
328,2026-09-08T04:05:15.152Z,2026-09-08T04:05:15.169Z,1,C,16.840,200,16.401,E0,
329,2026-09-08T04:05:15.202Z,2026-09-08T04:05:15.210Z,1,C,8.385,200,16.450,E0,
330,2026-09-08T04:05:15.252Z,2026-09-08T04:05:15.270Z,1,A,18.312,200,16.500,E0,
331,2026-09-08T04:05:15.303Z,2026-09-08T04:05:15.319Z,1,A,16.156,200,16.551,E0,
332,2026-09-08T04:05:15.354Z,2026-09-08T04:05:15.365Z,1,B,10.875,200,16.602,E0,
333,2026-09-08T04:05:15.402Z,2026-09-08T04:05:15.417Z,1,B,15.546,200,16.650,E0,
334,2026-09-08T04:05:15.453Z,2026-09-08T04:05:15.471Z,1,B,18.595,200,16.701,E0,
335,2026-09-08T04:05:15.503Z,2026-09-08T04:05:15.515Z,1,C,12.604,200,16.751,E0,
336,2026-09-08T04:05:15.553Z,2026-09-08T04:05:15.562Z,1,A,9.751,200,16.801,E0,
337,2026-09-08T04:05:15.602Z,2026-09-08T04:05:15.619Z,1,C,16.915,200,16.850,E0,
338,2026-09-08T04:05:15.652Z,2026-09-08T04:05:15.672Z,1,B,19.594,200,16.901,E0,
339,2026-09-08T04:05:15.702Z,2026-09-08T04:05:15.714Z,1,A,11.545,200,16.951,E0,
340,2026-09-08T04:05:15.752Z,2026-09-08T04:05:15.770Z,1,C,17.833,200,17.001,E0,
341,2026-09-08T04:05:15.802Z,2026-09-08T04:05:15.814Z,1,B,11.604,200,17.051,E0,
342,2026-09-08T04:05:15.852Z,2026-09-08T04:05:15.866Z,1,B,14.010,200,17.101,E0,
343,2026-09-08T04:05:15.903Z,2026-09-08T04:05:15.908Z,1,B,5.770,200,17.151,E0,
344,2026-09-08T04:05:15.952Z,2026-09-08T04:05:15.962Z,1,A,10.062,200,17.200,E0,
345,2026-09-08T04:05:16.002Z,2026-09-08T04:05:16.023Z,1,A,20.861,200,17.250,E0,
346,2026-09-08T04:05:16.053Z,2026-09-08T04:05:16.061Z,1,B,8.547,200,17.301,E0,
347,2026-09-08T04:05:16.103Z,2026-09-08T04:05:16.112Z,1,B,8.901,200,17.352,E0,
348,2026-09-08T04:05:16.152Z,2026-09-08T04:05:16.167Z,1,B,15.077,200,17.400,E0,
349,2026-09-08T04:05:16.203Z,2026-09-08T04:05:16.211Z,1,C,8.876,200,17.451,E0,
350,2026-09-08T04:05:16.252Z,2026-09-08T04:05:16.259Z,1,A,7.343,200,17.500,E0,
351,2026-09-08T04:05:16.302Z,2026-09-08T04:05:16.314Z,1,B,11.567,200,17.550,E0,
352,2026-09-08T04:05:16.352Z,2026-09-08T04:05:16.362Z,1,B,10.264,200,17.600,E0,
353,2026-09-08T04:05:16.402Z,2026-09-08T04:05:16.412Z,1,B,9.508,200,17.650,E0,
354,2026-09-08T04:05:16.452Z,2026-09-08T04:05:16.462Z,1,A,10.338,200,17.700,E0,
355,2026-09-08T04:05:16.502Z,2026-09-08T04:05:16.513Z,1,A,10.692,200,17.751,E0,
356,2026-09-08T04:05:16.553Z,2026-09-08T04:05:16.575Z,1,A,21.961,200,17.801,E0,
357,2026-09-08T04:05:16.602Z,2026-09-08T04:05:16.608Z,1,A,5.628,200,17.850,E0,
358,2026-09-08T04:05:16.652Z,2026-09-08T04:05:16.663Z,1,A,11.215,200,17.900,E0,
359,2026-09-08T04:05:16.703Z,2026-09-08T04:05:16.717Z,1,B,14.275,200,17.951,E0,
360,2026-09-08T04:05:16.753Z,2026-09-08T04:05:16.764Z,1,C,10.949,200,18.001,E0,
361,2026-09-08T04:05:16.802Z,2026-09-08T04:05:16.813Z,1,C,11.628,200,18.050,E0,
362,2026-09-08T04:05:16.853Z,2026-09-08T04:05:16.862Z,1,C,9.452,200,18.101,E0,
363,2026-09-08T04:05:16.902Z,2026-09-08T04:05:16.909Z,1,A,6.197,200,18.151,E0,
364,2026-09-08T04:05:16.952Z,2026-09-08T04:05:16.960Z,1,B,7.922,200,18.200,E0,
365,2026-09-08T04:05:17.002Z,2026-09-08T04:05:17.015Z,1,C,13.020,200,18.250,E0,
366,2026-09-08T04:05:17.053Z,2026-09-08T04:05:17.061Z,1,B,8.770,200,18.301,E0,
367,2026-09-08T04:05:17.103Z,2026-09-08T04:05:17.119Z,1,B,16.195,200,18.351,E0,
368,2026-09-08T04:05:17.153Z,2026-09-08T04:05:17.172Z,1,A,19.577,200,18.401,E0,
369,2026-09-08T04:05:17.202Z,2026-09-08T04:05:17.212Z,1,C,10.333,200,18.450,E0,
370,2026-09-08T04:05:17.253Z,2026-09-08T04:05:17.262Z,1,B,9.750,200,18.501,E0,
371,2026-09-08T04:05:17.302Z,2026-09-08T04:05:17.314Z,1,C,12.018,200,18.550,E0,
372,2026-09-08T04:05:17.353Z,2026-09-08T04:05:17.360Z,1,C,7.366,200,18.601,E0,
373,2026-09-08T04:05:17.403Z,2026-09-08T04:05:17.424Z,1,C,21.023,200,18.651,E0,
374,2026-09-08T04:05:17.452Z,2026-09-08T04:05:17.462Z,1,C,9.854,200,18.701,E0,
375,2026-09-08T04:05:17.503Z,2026-09-08T04:05:17.523Z,1,B,20.159,200,18.751,E0,
376,2026-09-08T04:05:17.552Z,2026-09-08T04:05:17.566Z,1,B,13.736,200,18.800,E0,
377,2026-09-08T04:05:17.602Z,2026-09-08T04:05:17.612Z,1,A,9.419,200,18.851,E0,
378,2026-09-08T04:05:17.652Z,2026-09-08T04:05:17.657Z,1,A,5.554,200,18.900,E0,
379,2026-09-08T04:05:17.703Z,2026-09-08T04:05:17.718Z,1,C,14.866,200,18.951,E0,
380,2026-09-08T04:05:17.752Z,2026-09-08T04:05:17.767Z,1,C,15.464,200,19.000,E0,
381,2026-09-08T04:05:17.803Z,2026-09-08T04:05:17.814Z,1,C,10.902,200,19.051,E0,
382,2026-09-08T04:05:17.852Z,2026-09-08T04:05:17.869Z,1,B,17.127,200,19.100,E0,
383,2026-09-08T04:05:17.902Z,2026-09-08T04:05:17.911Z,1,A,8.778,200,19.151,E0,
384,2026-09-08T04:05:17.952Z,2026-09-08T04:05:17.970Z,1,A,18.286,200,19.200,E0,
385,2026-09-08T04:05:18.003Z,2026-09-08T04:05:18.012Z,1,C,9.284,200,19.251,E0,
386,2026-09-08T04:05:18.052Z,2026-09-08T04:05:18.059Z,1,C,6.401,200,19.301,E0,
387,2026-09-08T04:05:18.102Z,2026-09-08T04:05:18.115Z,1,C,13.294,200,19.350,E0,
388,2026-09-08T04:05:18.153Z,2026-09-08T04:05:18.157Z,1,C,4.827,200,19.401,E0,
389,2026-09-08T04:05:18.202Z,2026-09-08T04:05:18.229Z,1,C,27.298,200,19.450,E0,
390,2026-09-08T04:05:18.253Z,2026-09-08T04:05:18.263Z,1,A,9.756,200,19.501,E0,
391,2026-09-08T04:05:18.302Z,2026-09-08T04:05:18.313Z,1,A,11.063,200,19.550,E0,
392,2026-09-08T04:05:18.353Z,2026-09-08T04:05:18.362Z,1,A,9.527,200,19.601,E0,
393,2026-09-08T04:05:18.403Z,2026-09-08T04:05:18.415Z,1,A,11.891,200,19.651,E0,
394,2026-09-08T04:05:18.453Z,2026-09-08T04:05:18.467Z,1,C,14.549,200,19.701,E0,
395,2026-09-08T04:05:18.502Z,2026-09-08T04:05:18.511Z,1,B,9.113,200,19.751,E0,
396,2026-09-08T04:05:18.553Z,2026-09-08T04:05:18.572Z,1,A,19.051,200,19.801,E0,
397,2026-09-08T04:05:18.602Z,2026-09-08T04:05:18.609Z,1,C,7.028,200,19.850,E0,
398,2026-09-08T04:05:18.653Z,2026-09-08T04:05:18.659Z,1,C,6.017,200,19.901,E0,
399,2026-09-08T04:05:18.703Z,2026-09-08T04:05:18.709Z,1,C,6.065,200,19.951,E0,
400,2026-09-08T04:05:18.753Z,2026-09-08T04:05:18.766Z,1,C,13.252,200,20.001,E0,
401,2026-09-08T04:05:18.803Z,2026-09-08T04:05:18.821Z,1,C,18.341,200,20.051,E0,
402,2026-09-08T04:05:18.853Z,2026-09-08T04:05:18.863Z,1,B,10.270,200,20.101,E0,
403,2026-09-08T04:05:18.903Z,2026-09-08T04:05:18.917Z,1,C,14.030,200,20.151,E0,
404,2026-09-08T04:05:18.953Z,2026-09-08T04:05:18.967Z,1,A,14.399,200,20.201,E0,
405,2026-09-08T04:05:19.003Z,2026-09-08T04:05:19.015Z,1,A,11.933,200,20.251,E0,
406,2026-09-08T04:05:19.052Z,2026-09-08T04:05:19.060Z,1,A,7.521,200,20.301,E0,
407,2026-09-08T04:05:19.102Z,2026-09-08T04:05:19.118Z,1,C,15.667,200,20.351,E0,
408,2026-09-08T04:05:19.153Z,2026-09-08T04:05:19.168Z,1,C,15.491,200,20.401,E0,
409,2026-09-08T04:05:19.202Z,2026-09-08T04:05:19.211Z,1,A,8.765,200,20.450,E0,
410,2026-09-08T04:05:19.248Z,2026-09-08T04:05:19.258Z,1,A,10.174,200,20.501,E0,
411,2026-09-08T04:05:19.298Z,2026-09-08T04:05:19.312Z,1,B,14.156,200,20.551,E0,
412,2026-09-08T04:05:19.347Z,2026-09-08T04:05:19.357Z,1,B,10.043,200,20.600,E0,
413,2026-09-08T04:05:19.398Z,2026-09-08T04:05:19.405Z,1,C,7.212,200,20.651,E0,
414,2026-09-08T04:05:19.448Z,2026-09-08T04:05:19.468Z,1,B,20.011,200,20.701,E0,
415,2026-09-08T04:05:19.498Z,2026-09-08T04:05:19.504Z,1,B,6.469,200,20.751,E0,
416,2026-09-08T04:05:19.548Z,2026-09-08T04:05:19.559Z,1,B,11.439,200,20.801,E0,
417,2026-09-08T04:05:19.598Z,2026-09-08T04:05:19.606Z,1,A,8.566,200,20.851,E0,
418,2026-09-08T04:05:19.648Z,2026-09-08T04:05:19.658Z,1,A,9.884,200,20.901,E0,
419,2026-09-08T04:05:19.698Z,2026-09-08T04:05:19.706Z,1,B,8.708,200,20.951,E0,
420,2026-09-08T04:05:19.748Z,2026-09-08T04:05:19.759Z,1,A,11.048,200,21.001,E0,
421,2026-09-08T04:05:19.798Z,2026-09-08T04:05:19.805Z,1,C,7.070,200,21.051,E0,
422,2026-09-08T04:05:19.847Z,2026-09-08T04:05:19.862Z,1,C,15.227,200,21.100,E0,
423,2026-09-08T04:05:19.898Z,2026-09-08T04:05:19.912Z,1,C,14.580,200,21.151,E0,
424,2026-09-08T04:05:19.947Z,2026-09-08T04:05:19.960Z,1,B,13.048,200,21.200,E0,
425,2026-09-08T04:05:19.998Z,2026-09-08T04:05:20.004Z,1,C,6.396,200,21.251,E0,
426,2026-09-08T04:05:20.047Z,2026-09-08T04:05:20.057Z,1,B,9.448,200,21.300,E0,
427,2026-09-08T04:05:20.097Z,2026-09-08T04:05:20.104Z,1,A,7.148,200,21.350,E0,
428,2026-09-08T04:05:20.148Z,2026-09-08T04:05:20.153Z,1,B,5.287,200,21.401,E0,
429,2026-09-08T04:05:20.198Z,2026-09-08T04:05:20.205Z,1,C,6.452,200,21.451,E0,
430,2026-09-08T04:05:20.248Z,2026-09-08T04:05:20.264Z,1,A,15.655,200,21.501,E0,
431,2026-09-08T04:05:20.297Z,2026-09-08T04:05:20.311Z,1,B,14.199,200,21.550,E0,
432,2026-09-08T04:05:20.348Z,2026-09-08T04:05:20.353Z,1,B,4.957,200,21.601,E0,
433,2026-09-08T04:05:20.397Z,2026-09-08T04:05:20.414Z,1,B,17.277,200,21.650,E0,
434,2026-09-08T04:05:20.448Z,2026-09-08T04:05:20.454Z,1,A,6.459,200,21.701,E0,
435,2026-09-08T04:05:20.498Z,2026-09-08T04:05:20.510Z,1,A,12.632,200,21.751,E0,
436,2026-09-08T04:05:20.548Z,2026-09-08T04:05:20.559Z,1,C,11.210,200,21.801,E0,
437,2026-09-08T04:05:20.598Z,2026-09-08T04:05:20.609Z,1,A,11.651,200,21.851,E0,
438,2026-09-08T04:05:20.648Z,2026-09-08T04:05:20.656Z,1,A,8.662,200,21.901,E0,
439,2026-09-08T04:05:20.698Z,2026-09-08T04:05:20.702Z,1,A,3.825,200,21.951,E0,
440,2026-09-08T04:05:20.747Z,2026-09-08T04:05:20.754Z,1,B,6.507,200,22.000,E0,
441,2026-09-08T04:05:20.797Z,2026-09-08T04:05:20.806Z,1,B,9.218,200,22.050,E0,
442,2026-09-08T04:05:20.848Z,2026-09-08T04:05:20.852Z,1,B,4.342,200,22.101,E0,
443,2026-09-08T04:05:20.898Z,2026-09-08T04:05:20.906Z,1,A,7.766,200,22.151,E0,
444,2026-09-08T04:05:20.948Z,2026-09-08T04:05:20.967Z,1,B,19.206,200,22.201,E0,
445,2026-09-08T04:05:20.998Z,2026-09-08T04:05:21.011Z,1,B,13.307,200,22.251,E0,
446,2026-09-08T04:05:21.048Z,2026-09-08T04:05:21.055Z,1,C,7.287,200,22.301,E0,
447,2026-09-08T04:05:21.098Z,2026-09-08T04:05:21.116Z,1,B,18.721,200,22.351,E0,
448,2026-09-08T04:05:21.148Z,2026-09-08T04:05:21.166Z,1,B,18.481,200,22.401,E0,
449,2026-09-08T04:05:21.198Z,2026-09-08T04:05:21.215Z,1,C,16.539,200,22.451,E0,
450,2026-09-08T04:05:21.248Z,2026-09-08T04:05:21.254Z,1,C,5.286,200,22.501,E0,
451,2026-09-08T04:05:21.298Z,2026-09-08T04:05:21.309Z,1,B,10.352,200,22.551,E0,
452,2026-09-08T04:05:21.348Z,2026-09-08T04:05:21.357Z,1,B,8.808,200,22.601,E0,
453,2026-09-08T04:05:21.398Z,2026-09-08T04:05:21.409Z,1,A,11.385,200,22.651,E0,
454,2026-09-08T04:05:21.448Z,2026-09-08T04:05:21.457Z,1,A,8.688,200,22.701,E0,
455,2026-09-08T04:05:21.498Z,2026-09-08T04:05:21.505Z,1,A,6.770,200,22.751,E0,
456,2026-09-08T04:05:21.548Z,2026-09-08T04:05:21.563Z,1,C,14.918,200,22.801,E0,
457,2026-09-08T04:05:21.598Z,2026-09-08T04:05:21.607Z,1,B,9.676,200,22.851,E0,
458,2026-09-08T04:05:21.648Z,2026-09-08T04:05:21.660Z,1,C,11.664,200,22.901,E0,
459,2026-09-08T04:05:21.698Z,2026-09-08T04:05:21.714Z,1,C,15.456,200,22.951,E0,
460,2026-09-08T04:05:21.747Z,2026-09-08T04:05:21.760Z,1,B,12.626,200,23.000,E0,
461,2026-09-08T04:05:21.797Z,2026-09-08T04:05:21.807Z,1,B,9.634,200,23.050,E0,
462,2026-09-08T04:05:21.848Z,2026-09-08T04:05:21.863Z,1,B,15.320,200,23.101,E0,
463,2026-09-08T04:05:21.898Z,2026-09-08T04:05:21.913Z,1,C,15.663,200,23.151,E0,
464,2026-09-08T04:05:21.948Z,2026-09-08T04:05:21.959Z,1,B,10.506,200,23.201,E0,
465,2026-09-08T04:05:21.998Z,2026-09-08T04:05:22.006Z,1,A,7.786,200,23.251,E0,
466,2026-09-08T04:05:22.047Z,2026-09-08T04:05:22.072Z,1,C,24.254,200,23.300,E0,
467,2026-09-08T04:05:22.098Z,2026-09-08T04:05:22.117Z,1,C,19.037,200,23.351,E0,
468,2026-09-08T04:05:22.148Z,2026-09-08T04:05:22.160Z,1,B,12.601,200,23.401,E0,
469,2026-09-08T04:05:22.197Z,2026-09-08T04:05:22.204Z,1,B,6.948,200,23.450,E0,
470,2026-09-08T04:05:22.248Z,2026-09-08T04:05:22.271Z,1,C,22.849,200,23.501,E0,
471,2026-09-08T04:05:22.298Z,2026-09-08T04:05:22.306Z,1,A,7.563,200,23.551,E0,
472,2026-09-08T04:05:22.347Z,2026-09-08T04:05:22.358Z,1,A,10.694,200,23.600,E0,
473,2026-09-08T04:05:22.398Z,2026-09-08T04:05:22.411Z,1,A,13.405,200,23.651,E0,
474,2026-09-08T04:05:22.448Z,2026-09-08T04:05:22.465Z,1,A,16.640,200,23.701,E0,
475,2026-09-08T04:05:22.497Z,2026-09-08T04:05:22.513Z,1,C,16.191,200,23.750,E0,
476,2026-09-08T04:05:22.548Z,2026-09-08T04:05:22.557Z,1,C,8.710,200,23.801,E0,
477,2026-09-08T04:05:22.597Z,2026-09-08T04:05:22.611Z,1,C,13.786,200,23.850,E0,
478,2026-09-08T04:05:22.648Z,2026-09-08T04:05:22.665Z,1,B,17.426,200,23.901,E0,
479,2026-09-08T04:05:22.698Z,2026-09-08T04:05:22.710Z,1,C,12.305,200,23.951,E0,
480,2026-09-08T04:05:22.748Z,2026-09-08T04:05:22.759Z,1,B,10.783,200,24.001,E0,
481,2026-09-08T04:05:22.798Z,2026-09-08T04:05:22.817Z,1,A,19.019,200,24.051,E0,
482,2026-09-08T04:05:22.848Z,2026-09-08T04:05:22.868Z,1,B,20.236,200,24.101,E0,
483,2026-09-08T04:05:22.897Z,2026-09-08T04:05:22.908Z,1,B,11.241,200,24.150,E0,
484,2026-09-08T04:05:22.948Z,2026-09-08T04:05:22.964Z,1,C,16.108,200,24.201,E0,
485,2026-09-08T04:05:22.998Z,2026-09-08T04:05:23.009Z,1,C,11.433,200,24.251,E0,
486,2026-09-08T04:05:23.047Z,2026-09-08T04:05:23.055Z,1,B,7.590,200,24.300,E0,
487,2026-09-08T04:05:23.098Z,2026-09-08T04:05:23.113Z,1,B,14.981,200,24.351,E0,
488,2026-09-08T04:05:23.148Z,2026-09-08T04:05:23.156Z,1,A,8.296,200,24.401,E0,
489,2026-09-08T04:05:23.198Z,2026-09-08T04:05:23.205Z,1,A,7.865,200,24.451,E0,
490,2026-09-08T04:05:23.248Z,2026-09-08T04:05:23.254Z,1,B,6.295,200,24.501,E0,
491,2026-09-08T04:05:23.298Z,2026-09-08T04:05:23.305Z,1,B,6.952,200,24.551,E0,
492,2026-09-08T04:05:23.347Z,2026-09-08T04:05:23.354Z,1,B,7.010,200,24.600,E0,
493,2026-09-08T04:05:23.397Z,2026-09-08T04:05:23.405Z,1,B,7.955,200,24.650,E0,
494,2026-09-08T04:05:23.448Z,2026-09-08T04:05:23.465Z,1,B,17.752,200,24.701,E0,
495,2026-09-08T04:05:23.498Z,2026-09-08T04:05:23.508Z,1,C,9.696,200,24.751,E0,
496,2026-09-08T04:05:23.548Z,2026-09-08T04:05:23.565Z,1,C,17.099,200,24.801,E0,
497,2026-09-08T04:05:23.598Z,2026-09-08T04:05:23.624Z,1,A,26.468,200,24.851,E0,
498,2026-09-08T04:05:23.648Z,2026-09-08T04:05:23.661Z,1,C,13.086,200,24.901,E0,
499,2026-09-08T04:05:23.698Z,2026-09-08T04:05:23.706Z,1,C,7.988,200,24.951,E0,
500,2026-09-08T04:05:23.747Z,2026-09-08T04:05:23.762Z,1,A,14.563,200,25.000,E0,
501,2026-09-08T04:05:23.797Z,2026-09-08T04:05:23.814Z,1,C,16.444,200,25.050,E0,
502,2026-09-08T04:05:23.848Z,2026-09-08T04:05:23.858Z,1,B,9.511,200,25.101,E0,
503,2026-09-08T04:05:23.898Z,2026-09-08T04:05:23.911Z,1,A,12.432,200,25.151,E0,
504,2026-09-08T04:05:23.948Z,2026-09-08T04:05:23.958Z,1,A,9.410,200,25.201,E0,
505,2026-09-08T04:05:23.998Z,2026-09-08T04:05:24.013Z,1,A,15.628,200,25.251,E0,
506,2026-09-08T04:05:24.048Z,2026-09-08T04:05:24.061Z,1,B,13.389,200,25.301,E0,
507,2026-09-08T04:05:24.098Z,2026-09-08T04:05:24.108Z,1,C,10.260,200,25.351,E0,
508,2026-09-08T04:05:24.148Z,2026-09-08T04:05:24.169Z,1,C,21.052,200,25.401,E0,
509,2026-09-08T04:05:24.198Z,2026-09-08T04:05:24.208Z,1,A,10.463,200,25.451,E0,
510,2026-09-08T04:05:24.248Z,2026-09-08T04:05:24.258Z,1,C,9.898,200,25.501,E0,
