secuencia,timestamp_envio,timestamp_respuesta,exito,replica_id,latencia_ms,codigo_http,segundo_relativo,experimento,error
49,2026-09-08T04:06:49.722Z,2026-09-08T04:06:49.727Z,1,C,4.923,200,2.452,E1,
50,2026-09-08T04:06:49.771Z,2026-09-08T04:06:49.780Z,1,A,9.078,200,2.501,E1,
51,2026-09-08T04:06:49.821Z,2026-09-08T04:06:49.825Z,1,B,4.427,200,2.551,E1,
52,2026-09-08T04:06:49.871Z,2026-09-08T04:06:49.892Z,1,C,21.301,200,2.601,E1,
53,2026-09-08T04:06:49.920Z,2026-09-08T04:06:49.938Z,1,C,17.325,200,2.650,E1,
54,2026-09-08T04:06:49.970Z,2026-09-08T04:06:49.983Z,1,B,12.418,200,2.700,E1,
55,2026-09-08T04:06:50.021Z,2026-09-08T04:06:50.029Z,1,A,8.181,200,2.751,E1,
56,2026-09-08T04:06:50.070Z,2026-09-08T04:06:50.078Z,1,A,7.626,200,2.800,E1,
57,2026-09-08T04:06:50.120Z,2026-09-08T04:06:50.133Z,1,B,12.159,200,2.850,E1,
58,2026-09-08T04:06:50.171Z,2026-09-08T04:06:50.177Z,1,C,6.160,200,2.901,E1,
59,2026-09-08T04:06:50.220Z,2026-09-08T04:06:50.231Z,1,A,10.260,200,2.950,E1,
60,2026-09-08T04:06:50.271Z,2026-09-08T04:06:50.287Z,1,A,16.124,200,3.001,E1,
61,2026-09-08T04:06:50.321Z,2026-09-08T04:06:50.337Z,1,B,15.953,200,3.051,E1,
62,2026-09-08T04:06:50.371Z,2026-09-08T04:06:50.389Z,1,B,17.946,200,3.101,E1,
63,2026-09-08T04:06:50.420Z,2026-09-08T04:06:50.437Z,1,B,16.133,200,3.150,E1,
64,2026-09-08T04:06:50.471Z,2026-09-08T04:06:50.485Z,1,C,13.694,200,3.201,E1,
65,2026-09-08T04:06:50.521Z,2026-09-08T04:06:50.534Z,1,A,13.541,200,3.251,E1,
66,2026-09-08T04:06:50.571Z,2026-09-08T04:06:50.582Z,1,A,11.747,200,3.301,E1,
67,2026-09-08T04:06:50.621Z,2026-09-08T04:06:50.641Z,1,C,20.229,200,3.351,E1,
68,2026-09-08T04:06:50.671Z,2026-09-08T04:06:50.685Z,1,A,14.130,200,3.401,E1,
69,2026-09-08T04:06:50.721Z,2026-09-08T04:06:50.731Z,1,C,10.069,200,3.451,E1,
70,2026-09-08T04:06:50.770Z,2026-09-08T04:06:50.785Z,1,C,14.370,200,3.500,E1,
71,2026-09-08T04:06:50.820Z,2026-09-08T04:06:50.825Z,1,C,4.944,200,3.550,E1,
72,2026-09-08T04:06:50.871Z,2026-09-08T04:06:50.888Z,1,C,17.697,200,3.601,E1,
73,2026-09-08T04:06:50.921Z,2026-09-08T04:06:50.930Z,1,C,9.500,200,3.651,E1,
74,2026-09-08T04:06:50.971Z,2026-09-08T04:06:50.982Z,1,C,11.464,200,3.701,E1,
75,2026-09-08T04:06:51.020Z,2026-09-08T04:06:51.040Z,1,A,19.744,200,3.750,E1,
76,2026-09-08T04:06:51.071Z,2026-09-08T04:06:51.083Z,1,B,11.981,200,3.801,E1,
77,2026-09-08T04:06:51.121Z,2026-09-08T04:06:51.131Z,1,A,10.103,200,3.851,E1,
78,2026-09-08T04:06:51.170Z,2026-09-08T04:06:51.181Z,1,C,10.651,200,3.900,E1,
79,2026-09-08T04:06:51.221Z,2026-09-08T04:06:51.229Z,1,C,7.588,200,3.951,E1,
80,2026-09-08T04:06:51.270Z,2026-09-08T04:06:51.281Z,1,B,11.088,200,4.000,E1,
81,2026-09-08T04:06:51.321Z,2026-09-08T04:06:51.326Z,1,C,5.386,200,4.051,E1,
82,2026-09-08T04:06:51.370Z,2026-09-08T04:06:51.378Z,1,B,8.094,200,4.100,E1,
83,2026-09-08T04:06:51.420Z,2026-09-08T04:06:51.439Z,1,C,18.913,200,4.150,E1,
84,2026-09-08T04:06:51.471Z,2026-09-08T04:06:51.479Z,1,A,8.598,200,4.201,E1,
85,2026-09-08T04:06:51.521Z,2026-09-08T04:06:51.536Z,1,C,15.282,200,4.251,E1,
86,2026-09-08T04:06:51.571Z,2026-09-08T04:06:51.581Z,1,C,10.692,200,4.301,E1,
87,2026-09-08T04:06:51.621Z,2026-09-08T04:06:51.632Z,1,C,10.843,200,4.351,E1,
88,2026-09-08T04:06:51.671Z,2026-09-08T04:06:51.682Z,1,A,11.223,200,4.401,E1,
89,2026-09-08T04:06:51.721Z,2026-09-08T04:06:51.734Z,1,A,13.191,200,4.451,E1,
90,2026-09-08T04:06:51.770Z,2026-09-08T04:06:51.777Z,1,A,7.305,200,4.500,E1,
91,2026-09-08T04:06:51.821Z,2026-09-08T04:06:51.834Z,1,B,12.998,200,4.551,E1,
92,2026-09-08T04:06:51.870Z,2026-09-08T04:06:51.884Z,1,B,13.907,200,4.600,E1,
93,2026-09-08T04:06:51.921Z,2026-09-08T04:06:51.929Z,1,A,8.313,200,4.651,E1,
94,2026-09-08T04:06:51.971Z,2026-09-08T04:06:51.991Z,1,B,20.140,200,4.701,E1,
95,2026-09-08T04:06:52.021Z,2026-09-08T04:06:52.039Z,1,B,18.527,200,4.751,E1,
96,2026-09-08T04:06:52.071Z,2026-09-08T04:06:52.093Z,1,C,22.008,200,4.801,E1,
97,2026-09-08T04:06:52.121Z,2026-09-08T04:06:52.132Z,1,B,10.411,200,4.851,E1,
98,2026-09-08T04:06:52.171Z,2026-09-08T04:06:52.184Z,1,C,13.293,200,4.901,E1,
99,2026-09-08T04:06:52.220Z,2026-09-08T04:06:52.231Z,1,C,10.707,200,4.950,E1,
100,2026-09-08T04:06:52.271Z,2026-09-08T04:06:52.287Z,1,B,16.438,200,5.001,E1,
101,2026-09-08T04:06:52.321Z,2026-09-08T04:06:52.328Z,1,B,7.304,200,5.051,E1,
102,2026-09-08T04:06:52.371Z,2026-09-08T04:06:52.381Z,1,C,10.329,200,5.101,E1,
103,2026-09-08T04:06:52.421Z,2026-09-08T04:06:52.434Z,1,A,13.470,200,5.151,E1,
104,2026-09-08T04:06:52.471Z,2026-09-08T04:06:52.488Z,1,A,16.658,200,5.201,E1,
105,2026-09-08T04:06:52.520Z,2026-09-08T04:06:52.531Z,1,C,10.590,200,5.250,E1,
106,2026-09-08T04:06:52.571Z,2026-09-08T04:06:52.589Z,1,A,17.930,200,5.301,E1,
107,2026-09-08T04:06:52.621Z,2026-09-08T04:06:52.641Z,1,A,20.471,200,5.351,E1,
108,2026-09-08T04:06:52.671Z,2026-09-08T04:06:52.680Z,1,B,8.745,200,5.401,E1,
109,2026-09-08T04:06:52.721Z,2026-09-08T04:06:52.730Z,1,C,9.206,200,5.451,E1,
110,2026-09-08T04:06:52.771Z,2026-09-08T04:06:52.778Z,1,C,7.074,200,5.501,E1,
111,2026-09-08T04:06:52.821Z,2026-09-08T04:06:52.850Z,1,A,28.510,200,5.551,E1,
112,2026-09-08T04:06:52.870Z,2026-09-08T04:06:52.882Z,1,B,12.201,200,5.600,E1,
113,2026-09-08T04:06:52.921Z,2026-09-08T04:06:52.930Z,1,C,9.215,200,5.651,E1,
114,2026-09-08T04:06:52.970Z,2026-09-08T04:06:52.982Z,1,A,11.374,200,5.700,E1,
115,2026-09-08T04:06:53.020Z,2026-09-08T04:06:53.033Z,1,C,12.931,200,5.750,E1,
116,2026-09-08T04:06:53.071Z,2026-09-08T04:06:53.082Z,1,A,10.755,200,5.801,E1,
117,2026-09-08T04:06:53.120Z,2026-09-08T04:06:53.134Z,1,B,13.689,200,5.850,E1,
118,2026-09-08T04:06:53.170Z,2026-09-08T04:06:53.186Z,1,A,15.490,200,5.900,E1,
119,2026-09-08T04:06:53.220Z,2026-09-08T04:06:53.231Z,1,A,10.183,200,5.950,E1,
120,2026-09-08T04:06:53.271Z,2026-09-08T04:06:53.283Z,1,B,11.566,200,6.001,E1,
121,2026-09-08T04:06:53.320Z,2026-09-08T04:06:53.329Z,1,A,8.316,200,6.050,E1,
122,2026-09-08T04:06:53.371Z,2026-09-08T04:06:53.382Z,1,C,11.053,200,6.101,E1,
123,2026-09-08T04:06:53.421Z,2026-09-08T04:06:53.431Z,1,C,9.627,200,6.151,E1,
124,2026-09-08T04:06:53.470Z,2026-09-08T04:06:53.489Z,1,A,19.031,200,6.200,E1,
125,2026-09-08T04:06:53.521Z,2026-09-08T04:06:53.535Z,1,A,14.564,200,6.251,E1,
126,2026-09-08T04:06:53.571Z,2026-09-08T04:06:53.585Z,1,A,13.827,200,6.301,E1,
127,2026-09-08T04:06:53.620Z,2026-09-08T04:06:53.633Z,1,B,12.516,200,6.350,E1,
128,2026-09-08T04:06:53.670Z,2026-09-08T04:06:53.686Z,1,A,15.076,200,6.400,E1,
129,2026-09-08T04:06:53.721Z,2026-09-08T04:06:53.734Z,1,B,12.426,200,6.451,E1,
130,2026-09-08T04:06:53.771Z,2026-09-08T04:06:53.782Z,1,B,10.769,200,6.501,E1,
131,2026-09-08T04:06:53.821Z,2026-09-08T04:06:53.839Z,1,C,18.656,200,6.550,E1,
132,2026-09-08T04:06:53.871Z,2026-09-08T04:06:53.887Z,1,A,16.459,200,6.601,E1,
133,2026-09-08T04:06:53.921Z,2026-09-08T04:06:53.928Z,1,A,6.469,200,6.651,E1,
134,2026-09-08T04:06:53.971Z,2026-09-08T04:06:53.985Z,1,C,14.662,200,6.701,E1,
135,2026-09-08T04:06:54.020Z,2026-09-08T04:06:54.044Z,1,C,24.276,200,6.750,E1,
136,2026-09-08T04:06:54.071Z,2026-09-08T04:06:54.083Z,1,C,12.200,200,6.801,E1,
137,2026-09-08T04:06:54.121Z,2026-09-08T04:06:54.127Z,1,C,6.395,200,6.851,E1,
138,2026-09-08T04:06:54.171Z,2026-09-08T04:06:54.180Z,1,C,9.307,200,6.901,E1,
139,2026-09-08T04:06:54.221Z,2026-09-08T04:06:54.233Z,1,B,12.004,200,6.951,E1,
140,2026-09-08T04:06:54.270Z,2026-09-08T04:06:54.282Z,1,B,11.480,200,7.000,E1,
141,2026-09-08T04:06:54.320Z,2026-09-08T04:06:54.332Z,1,B,12.054,200,7.050,E1,
142,2026-09-08T04:06:54.371Z,2026-09-08T04:06:54.388Z,1,B,17.278,200,7.101,E1,
143,2026-09-08T04:06:54.421Z,2026-09-08T04:06:54.431Z,1,B,10.353,200,7.151,E1,
144,2026-09-08T04:06:54.471Z,2026-09-08T04:06:54.483Z,1,A,11.439,200,7.201,E1,
145,2026-09-08T04:06:54.521Z,2026-09-08T04:06:54.530Z,1,A,8.489,200,7.251,E1,
146,2026-09-08T04:06:54.570Z,2026-09-08T04:06:54.580Z,1,C,10.068,200,7.300,E1,
147,2026-09-08T04:06:54.620Z,2026-09-08T04:06:54.625Z,1,C,4.780,200,7.350,E1,
148,2026-09-08T04:06:54.670Z,2026-09-08T04:06:54.679Z,1,C,8.952,200,7.400,E1,
149,2026-09-08T04:06:54.721Z,2026-09-08T04:06:54.730Z,1,A,8.663,200,7.451,E1,
150,2026-09-08T04:06:54.771Z,2026-09-08T04:06:54.779Z,1,A,7.767,200,7.501,E1,
151,2026-09-08T04:06:54.820Z,2026-09-08T04:06:54.830Z,1,A,9.324,200,7.550,E1,
152,2026-09-08T04:06:54.871Z,2026-09-08T04:06:54.885Z,1,B,13.774,200,7.601,E1,
153,2026-09-08T04:06:54.921Z,2026-09-08T04:06:54.936Z,1,A,14.986,200,7.651,E1,
154,2026-09-08T04:06:54.971Z,2026-09-08T04:06:54.981Z,1,C,9.343,200,7.701,E1,
155,2026-09-08T04:06:55.021Z,2026-09-08T04:06:55.031Z,1,C,10.033,200,7.751,E1,
156,2026-09-08T04:06:55.071Z,2026-09-08T04:06:55.084Z,1,B,12.937,200,7.801,E1,
157,2026-09-08T04:06:55.121Z,2026-09-08T04:06:55.135Z,1,A,13.514,200,7.851,E1,
158,2026-09-08T04:06:55.170Z,2026-09-08T04:06:55.177Z,1,A,6.853,200,7.900,E1,
159,2026-09-08T04:06:55.221Z,2026-09-08T04:06:55.238Z,1,A,16.233,200,7.951,E1,
160,2026-09-08T04:06:55.271Z,2026-09-08T04:06:55.278Z,1,C,6.568,200,8.001,E1,
161,2026-09-08T04:06:55.321Z,2026-09-08T04:06:55.338Z,1,A,16.874,200,8.051,E1,
162,2026-09-08T04:06:55.371Z,2026-09-08T04:06:55.386Z,1,C,15.202,200,8.101,E1,
163,2026-09-08T04:06:55.421Z,2026-09-08T04:06:55.433Z,1,A,12.517,200,8.151,E1,
164,2026-09-08T04:06:55.470Z,2026-09-08T04:06:55.482Z,1,C,12.070,200,8.200,E1,
165,2026-09-08T04:06:55.521Z,2026-09-08T04:06:55.543Z,1,C,21.518,200,8.251,E1,
166,2026-09-08T04:06:55.571Z,2026-09-08T04:06:55.581Z,1,C,9.811,200,8.301,E1,
167,2026-09-08T04:06:55.621Z,2026-09-08T04:06:55.632Z,1,B,11.296,200,8.351,E1,
168,2026-09-08T04:06:55.670Z,2026-09-08T04:06:55.678Z,1,C,7.975,200,8.400,E1,
169,2026-09-08T04:06:55.721Z,2026-09-08T04:06:55.732Z,1,B,10.966,200,8.451,E1,
170,2026-09-08T04:06:55.771Z,2026-09-08T04:06:55.786Z,1,B,14.481,200,8.501,E1,
171,2026-09-08T04:06:55.820Z,2026-09-08T04:06:55.833Z,1,C,13.069,200,8.550,E1,
172,2026-09-08T04:06:55.871Z,2026-09-08T04:06:55.885Z,1,B,13.404,200,8.601,E1,
173,2026-09-08T04:06:55.921Z,2026-09-08T04:06:55.942Z,1,C,20.520,200,8.651,E1,
174,2026-09-08T04:06:55.971Z,2026-09-08T04:06:55.980Z,1,B,9.240,200,8.701,E1,
175,2026-09-08T04:06:56.020Z,2026-09-08T04:06:56.028Z,1,B,7.633,200,8.750,E1,
176,2026-09-08T04:06:56.070Z,2026-09-08T04:06:56.080Z,1,A,9.800,200,8.800,E1,
177,2026-09-08T04:06:56.121Z,2026-09-08T04:06:56.141Z,1,C,20.372,200,8.851,E1,
178,2026-09-08T04:06:56.171Z,2026-09-08T04:06:56.181Z,1,A,9.920,200,8.901,E1,
179,2026-09-08T04:06:56.221Z,2026-09-08T04:06:56.242Z,1,B,21.639,200,8.951,E1,
180,2026-09-08T04:06:56.270Z,2026-09-08T04:06:56.284Z,1,C,13.549,200,9.000,E1,
181,2026-09-08T04:06:56.320Z,2026-09-08T04:06:56.326Z,1,B,5.602,200,9.050,E1,
182,2026-09-08T04:06:56.370Z,2026-09-08T04:06:56.381Z,1,B,10.409,200,9.100,E1,
183,2026-09-08T04:06:56.421Z,2026-09-08T04:06:56.434Z,1,C,13.211,200,9.151,E1,
184,2026-09-08T04:06:56.470Z,2026-09-08T04:06:56.486Z,1,C,15.742,200,9.200,E1,
185,2026-09-08T04:06:56.521Z,2026-09-08T04:06:56.529Z,1,B,8.330,200,9.251,E1,
186,2026-09-08T04:06:56.571Z,2026-09-08T04:06:56.596Z,1,B,25.747,200,9.301,E1,
187,2026-09-08T04:06:56.621Z,2026-09-08T04:06:56.629Z,1,B,8.796,200,9.351,E1,
188,2026-09-08T04:06:56.671Z,2026-09-08T04:06:56.688Z,1,B,16.717,200,9.401,E1,
189,2026-09-08T04:06:56.720Z,2026-09-08T04:06:56.737Z,1,C,16.563,200,9.450,E1,
190,2026-09-08T04:06:56.771Z,2026-09-08T04:06:56.779Z,1,A,7.943,200,9.501,E1,
191,2026-09-08T04:06:56.821Z,2026-09-08T04:06:56.829Z,1,A,7.771,200,9.551,E1,
192,2026-09-08T04:06:56.871Z,2026-09-08T04:06:56.880Z,1,A,8.328,200,9.601,E1,
193,2026-09-08T04:06:56.921Z,2026-09-08T04:06:56.932Z,1,C,11.400,200,9.651,E1,
194,2026-09-08T04:06:56.970Z,2026-09-08T04:06:56.988Z,1,C,17.364,200,9.700,E1,
195,2026-09-08T04:06:57.021Z,2026-09-08T04:06:57.029Z,1,C,8.010,200,9.751,E1,
196,2026-09-08T04:06:57.071Z,2026-09-08T04:06:57.079Z,1,A,7.398,200,9.801,E1,
197,2026-09-08T04:06:57.121Z,2026-09-08T04:06:57.128Z,1,A,7.209,200,9.851,E1,
198,2026-09-08T04:06:57.171Z,2026-09-08T04:06:57.187Z,1,B,16.287,200,9.901,E1,
199,2026-09-08T04:06:57.220Z,2026-09-08T04:06:57.225Z,1,C,5.059,200,9.950,E1,
200,2026-09-08T04:06:57.271Z,2026-09-08T04:06:57.277Z,1,B,6.572,200,10.001,E1,
201,2026-09-08T04:06:57.321Z,2026-09-08T04:06:57.331Z,1,C,10.463,200,10.051,E1,
202,2026-09-08T04:06:57.371Z,2026-09-08T04:06:57.384Z,1,C,13.545,200,10.101,E1,
203,2026-09-08T04:06:57.421Z,2026-09-08T04:06:57.440Z,1,C,19.253,200,10.151,E1,
204,2026-09-08T04:06:57.471Z,2026-09-08T04:06:57.479Z,1,C,8.187,200,10.201,E1,
205,2026-09-08T04:06:57.520Z,2026-09-08T04:06:57.530Z,1,B,9.374,200,10.250,E1,
206,2026-09-08T04:06:57.570Z,2026-09-08T04:06:57.591Z,1,A,21.250,200,10.300,E1,
207,2026-09-08T04:06:57.621Z,2026-09-08T04:06:57.632Z,1,A,10.369,200,10.351,E1,
208,2026-09-08T04:06:57.672Z,2026-09-08T04:06:57.683Z,1,C,11.717,200,10.402,E1,
209,2026-09-08T04:06:57.721Z,2026-09-08T04:06:57.727Z,1,C,6.820,200,10.451,E1,
210,2026-09-08T04:06:57.771Z,2026-09-08T04:06:57.778Z,1,A,7.285,200,10.501,E1,
211,2026-09-08T04:06:57.820Z,2026-09-08T04:06:57.826Z,1,B,5.288,200,10.550,E1,
212,2026-09-08T04:06:57.871Z,2026-09-08T04:06:57.880Z,1,A,9.313,200,10.601,E1,
213,2026-09-08T04:06:57.920Z,2026-09-08T04:06:57.926Z,1,B,6.003,200,10.650,E1,
214,2026-09-08T04:06:57.971Z,2026-09-08T04:06:57.979Z,1,A,8.562,200,10.701,E1,
215,2026-09-08T04:06:58.021Z,2026-09-08T04:06:58.032Z,1,A,11.037,200,10.751,E1,
216,2026-09-08T04:06:58.071Z,2026-09-08T04:06:58.087Z,1,B,16.006,200,10.801,E1,
217,2026-09-08T04:06:58.120Z,2026-09-08T04:06:58.128Z,1,A,7.620,200,10.850,E1,
218,2026-09-08T04:06:58.176Z,2026-09-08T04:06:58.192Z,1,C,16.400,200,10.906,E1,
219,2026-09-08T04:06:58.221Z,2026-09-08T04:06:58.227Z,1,C,6.016,200,10.951,E1,
220,2026-09-08T04:06:58.271Z,2026-09-08T04:06:58.283Z,1,A,11.462,200,11.001,E1,
221,2026-09-08T04:06:58.320Z,2026-09-08T04:06:58.338Z,1,A,17.800,200,11.050,E1,
222,2026-09-08T04:06:58.371Z,2026-09-08T04:06:58.385Z,1,B,14.595,200,11.101,E1,
223,2026-09-08T04:06:58.421Z,2026-09-08T04:06:58.431Z,1,A,10.618,200,11.151,E1,
224,2026-09-08T04:06:58.471Z,2026-09-08T04:06:58.477Z,1,C,6.819,200,11.201,E1,
225,2026-09-08T04:06:58.521Z,2026-09-08T04:06:58.530Z,1,A,9.520,200,11.251,E1,
226,2026-09-08T04:06:58.571Z,2026-09-08T04:06:58.593Z,1,C,21.678,200,11.301,E1,
227,2026-09-08T04:06:58.621Z,2026-09-08T04:06:58.628Z,1,C,7.313,200,11.351,E1,
228,2026-09-08T04:06:58.675Z,2026-09-08T04:06:58.682Z,1,C,7.208,200,11.405,E1,
229,2026-09-08T04:06:58.721Z,2026-09-08T04:06:58.740Z,1,B,19.170,200,11.451,E1,
230,2026-09-08T04:06:58.770Z,2026-09-08T04:06:58.785Z,1,A,15.013,200,11.500,E1,
231,2026-09-08T04:06:58.821Z,2026-09-08T04:06:58.835Z,1,C,13.669,200,11.551,E1,
232,2026-09-08T04:06:58.871Z,2026-09-08T04:06:58.888Z,1,B,16.994,200,11.601,E1,
233,2026-09-08T04:06:58.921Z,2026-09-08T04:06:58.937Z,1,A,16.371,200,11.651,E1,
234,2026-09-08T04:06:58.971Z,2026-09-08T04:06:58.983Z,1,B,11.697,200,11.701,E1,
235,2026-09-08T04:06:59.021Z,2026-09-08T04:06:59.036Z,1,B,15.000,200,11.751,E1,
236,2026-09-08T04:06:59.071Z,2026-09-08T04:06:59.085Z,1,A,14.574,200,11.801,E1,
237,2026-09-08T04:06:59.122Z,2026-09-08T04:06:59.143Z,1,B,21.460,200,11.852,E1,
238,2026-09-08T04:06:59.171Z,2026-09-08T04:06:59.179Z,1,A,8.722,200,11.901,E1,
239,2026-09-08T04:06:59.221Z,2026-09-08T04:06:59.229Z,1,C,8.328,200,11.951,E1,
240,2026-09-08T04:06:59.271Z,2026-09-08T04:06:59.285Z,1,C,13.666,200,12.001,E1,
241,2026-09-08T04:06:59.321Z,2026-09-08T04:06:59.327Z,1,B,6.265,200,12.051,E1,
242,2026-09-08T04:06:59.371Z,2026-09-08T04:06:59.384Z,1,C,13.299,200,12.101,E1,
243,2026-09-08T04:06:59.420Z,2026-09-08T04:06:59.432Z,1,A,11.903,200,12.150,E1,
244,2026-09-08T04:06:59.470Z,2026-09-08T04:06:59.479Z,1,B,8.147,200,12.200,E1,
245,2026-09-08T04:06:59.521Z,2026-09-08T04:06:59.535Z,1,C,13.815,200,12.251,E1,
246,2026-09-08T04:06:59.571Z,2026-09-08T04:06:59.581Z,1,A,10.245,200,12.301,E1,
247,2026-09-08T04:06:59.621Z,2026-09-08T04:06:59.631Z,1,A,10.536,200,12.351,E1,
248,2026-09-08T04:06:59.670Z,2026-09-08T04:06:59.686Z,1,B,15.322,200,12.400,E1,
249,2026-09-08T04:06:59.721Z,2026-09-08T04:06:59.731Z,1,C,9.571,200,12.451,E1,
250,2026-09-08T04:06:59.770Z,2026-09-08T04:06:59.786Z,1,C,15.235,200,12.500,E1,
251,2026-09-08T04:06:59.821Z,2026-09-08T04:06:59.834Z,1,C,12.834,200,12.551,E1,
252,2026-09-08T04:06:59.871Z,2026-09-08T04:06:59.884Z,1,C,12.594,200,12.601,E1,
253,2026-09-08T04:06:59.921Z,2026-09-08T04:06:59.935Z,1,B,13.869,200,12.651,E1,
254,2026-09-08T04:06:59.971Z,2026-09-08T04:06:59.989Z,1,C,18.215,200,12.701,E1,
255,2026-09-08T04:07:00.021Z,2026-09-08T04:07:00.028Z,1,C,7.606,200,12.751,E1,
256,2026-09-08T04:07:00.070Z,2026-09-08T04:07:00.078Z,1,C,7.285,200,12.800,E1,
257,2026-09-08T04:07:00.121Z,2026-09-08T04:07:00.143Z,1,C,22.398,200,12.851,E1,
